Max. Cap. Shortage (%)	PV (kW)	CP12240D	Converter (kW)	Initial capital	Operating cost ($/yr)	Total NPC	COE ($/kWh)	Renewable fraction	Capacity shortage	
0.0	0.18	6	0.2	$ 600	53	$ 1,276	2.088	1.00	0.00	
0.5	0.16	6	0.2	$ 580	53	$ 1,253	2.052	1.00	0.00	
1.0	0.18	5	0.2	$ 550	45	$ 1,124	1.854	1.00	0.01	
1.5	0.16	5	0.2	$ 530	45	$ 1,101	1.826	1.00	0.02	
2.0	0.16	5	0.2	$ 530	45	$ 1,101	1.826	1.00	0.02	
5.0	0.16	4	0.1	$ 420	35	$ 869	1.477	1.00	0.05	
10.0	0.14	3	0.1	$ 350	27	$ 695	1.232	1.00	0.10	
