Max. Cap. Shortage (%)	PV (kW)	CP12240D	Converter (kW)	Initial capital	Operating cost ($/yr)	Total NPC	COE ($/kWh)	Renewable fraction	Capacity shortage	
0.0	0.28	8	0.2	$ 800	70	$ 1,693	1.355	1.00	0.00	
0.5	0.28	6	0.2	$ 700	54	$ 1,390	1.116	1.00	0.01	
1.0	0.30	5	0.2	$ 670	48	$ 1,279	1.031	1.00	0.01	
1.5	0.28	5	0.2	$ 650	47	$ 1,256	1.015	1.00	0.01	
2.0	0.24	5	0.2	$ 610	47	$ 1,209	0.984	1.00	0.02	
5.0	0.18	5	0.2	$ 550	46	$ 1,134	0.941	1.00	0.04	
10.0	0.16	4	0.2	$ 480	46	$ 1,063	0.919	1.00	0.09	
