Date	End Time	Global Solar	Incident Solar	AC Primary Load	PV Power	AC Prim. Served	Excess Electricity	Unmet Load	Inverter Input Power	Inverter Output Power	Rectifier Input Power	Rectifier Output Power	Battery Input Power	Battery State of Charge	Battery Energy Cost
Jan 2	9:00	0.134	0.133	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	90.331	0.000
Jan 2	10:00	0.319	0.315	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	93.500	0.000
Jan 2	11:00	0.643	0.619	0.000	0.020	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.011	96.997	0.000
Jan 2	12:00	0.914	0.878	0.000	0.028	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.005	98.519	0.000
Jan 2	13:00	1.010	0.972	0.000	0.031	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.002	99.270	0.000
Jan 2	14:00	0.905	0.873	0.000	0.028	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.001	99.640	0.000
Jan 2	15:00	0.981	0.942	0.001	0.030	0.001	0.029	0.000	0.001	0.001	0.000	0.000	0.001	99.823	0.000
Jan 2	16:00	0.662	0.636	0.005	0.020	0.005	0.014	0.000	0.006	0.005	0.000	0.000	0.000	99.913	0.000
Jan 2	17:00	0.179	0.178	0.003	0.006	0.003	0.003	0.000	0.003	0.003	0.000	0.000	0.000	99.957	0.000
Jan 2	18:00	0.233	0.224	0.002	0.007	0.002	0.005	0.000	0.002	0.002	0.000	0.000	0.000	99.979	0.000
Jan 2	19:00	0.083	0.075	0.001	0.002	0.001	0.001	0.000	0.001	0.001	0.000	0.000	0.000	99.990	0.000
Jan 2	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	99.815	0.000
Jan 2	21:00	0.000	0.000	0.014	0.000	0.014	0.000	0.000	0.016	0.014	0.000	0.000	-0.016	93.521	0.000
Jan 2	22:00	0.000	0.000	0.021	0.000	0.021	0.000	0.000	0.023	0.021	0.000	0.000	-0.023	84.518	0.000
Jan 2	23:00	0.000	0.000	0.008	0.000	0.008	0.000	0.000	0.009	0.008	0.000	0.000	-0.009	81.109	0.000
Jan 3	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.109	0.000
Jan 3	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.109	0.000
Jan 3	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.109	0.000
Jan 3	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.109	0.000
Jan 3	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.109	0.000
Jan 3	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.109	0.000
Jan 3	6:00	0.000	0.000	0.002	0.000	0.002	0.000	0.000	0.002	0.002	0.000	0.000	-0.002	80.410	0.000
Jan 3	7:00	0.000	0.000	0.002	0.000	0.002	0.000	0.000	0.003	0.002	0.000	0.000	-0.003	79.405	0.000
Jan 3	8:00	0.116	0.088	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	80.219	0.000
Jan 3	9:00	0.322	0.296	0.003	0.009	0.003	0.000	0.000	0.003	0.003	0.000	0.000	0.006	82.155	0.000
Jan 3	10:00	0.518	0.491	0.002	0.016	0.002	0.000	0.000	0.002	0.002	0.000	0.000	0.013	86.368	0.000
Jan 3	11:00	0.842	0.803	0.002	0.026	0.002	0.000	0.000	0.003	0.002	0.000	0.000	0.023	93.587	0.000
Jan 3	12:00	1.062	1.019	0.003	0.033	0.003	0.019	0.000	0.004	0.003	0.000	0.000	0.010	96.858	0.000
Jan 3	13:00	1.155	1.112	0.002	0.036	0.002	0.029	0.000	0.002	0.002	0.000	0.000	0.005	98.451	0.000
Jan 3	14:00	1.155	1.111	0.001	0.036	0.001	0.032	0.000	0.001	0.001	0.000	0.000	0.002	99.236	0.000
Jan 3	15:00	1.030	0.988	0.000	0.032	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.001	99.624	0.000
Jan 3	16:00	0.775	0.740	0.000	0.024	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.001	99.814	0.000
Jan 3	17:00	0.546	0.516	0.000	0.017	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	99.909	0.000
Jan 3	18:00	0.281	0.264	0.000	0.008	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	99.955	0.000
Jan 3	19:00	0.095	0.081	0.000	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	99.978	0.000
Jan 3	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.978	0.000
Jan 3	21:00	0.000	0.000	0.007	0.000	0.007	0.000	0.000	0.008	0.007	0.000	0.000	-0.008	96.918	0.000
Jan 3	22:00	0.000	0.000	0.005	0.000	0.005	0.000	0.000	0.006	0.005	0.000	0.000	-0.006	94.733	0.000
Jan 3	23:00	0.000	0.000	0.007	0.000	0.007	0.000	0.000	0.007	0.007	0.000	0.000	-0.007	91.849	0.000
Jan 4	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.849	0.000
Jan 4	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.849	0.000
Jan 4	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.849	0.000
Jan 4	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.849	0.000
Jan 4	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.849	0.000
Jan 4	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.849	0.000
Jan 4	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.849	0.000
Jan 4	7:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.849	0.000
Jan 4	8:00	0.019	0.019	0.002	0.001	0.002	0.000	0.000	0.002	0.002	0.000	0.000	-0.002	91.130	0.000
Jan 4	9:00	0.082	0.081	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	91.950	0.000
Jan 4	10:00	0.174	0.173	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	93.697	0.000
Jan 4	11:00	0.115	0.115	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	94.858	0.000
Jan 4	12:00	0.019	0.019	0.003	0.001	0.003	0.000	0.000	0.003	0.003	0.000	0.000	-0.002	93.912	0.000
Jan 4	13:00	0.108	0.108	0.003	0.003	0.003	0.000	0.000	0.004	0.003	0.000	0.000	-0.000	93.828	0.000
Jan 4	14:00	0.242	0.241	0.001	0.008	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.007	96.051	0.000
Jan 4	15:00	0.036	0.036	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	96.051	0.000
Jan 4	16:00	0.063	0.063	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	96.687	0.000
Jan 4	17:00	0.047	0.047	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	97.157	0.000
Jan 4	18:00	0.037	0.037	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	97.531	0.000
Jan 4	19:00	0.098	0.083	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	98.371	0.000
Jan 4	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.371	0.000
Jan 4	21:00	0.000	0.000	0.005	0.000	0.005	0.000	0.000	0.005	0.005	0.000	0.000	-0.005	96.273	0.000
Jan 4	22:00	0.000	0.000	0.017	0.000	0.017	0.000	0.000	0.019	0.017	0.000	0.000	-0.019	88.756	0.000
Jan 4	23:00	0.000	0.000	0.006	0.000	0.006	0.000	0.000	0.007	0.006	0.000	0.000	-0.007	86.134	0.000
Jan 5	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	86.134	0.000
Jan 5	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	86.134	0.000
Jan 5	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	86.134	0.000
Jan 5	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	86.134	0.000
Jan 5	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	86.134	0.000
Jan 5	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	86.134	0.000
Jan 5	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	86.134	0.000
Jan 5	7:00	0.000	0.000	0.002	0.000	0.002	0.000	0.000	0.002	0.002	0.000	0.000	-0.002	85.391	0.000
Jan 5	8:00	0.027	0.026	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	85.391	0.000
Jan 5	9:00	0.072	0.072	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	86.114	0.000
Jan 5	10:00	0.082	0.082	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	86.941	0.000
Jan 5	11:00	0.132	0.132	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	88.268	0.000
Jan 5	12:00	0.116	0.116	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	89.436	0.000
Jan 5	13:00	0.198	0.197	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	91.424	0.000
Jan 5	14:00	0.027	0.027	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	91.424	0.000
Jan 5	15:00	0.134	0.134	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	92.776	0.000
Jan 5	16:00	0.153	0.152	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	94.311	0.000
Jan 5	17:00	0.125	0.124	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	95.564	0.000
Jan 5	18:00	0.062	0.062	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	96.190	0.000
Jan 5	19:00	0.097	0.084	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	97.032	0.000
Jan 5	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	97.032	0.000
Jan 5	21:00	0.000	0.000	0.008	0.000	0.008	0.000	0.000	0.009	0.008	0.000	0.000	-0.009	93.317	0.000
Jan 5	22:00	0.000	0.000	0.020	0.000	0.020	0.000	0.000	0.022	0.020	0.000	0.000	-0.022	84.620	0.000
Jan 5	23:00	0.000	0.000	0.008	0.000	0.008	0.000	0.000	0.009	0.008	0.000	0.000	-0.009	81.036	0.000
Jan 6	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.036	0.000
Jan 6	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.036	0.000
Jan 6	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.036	0.000
Jan 6	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.036	0.000
Jan 6	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.036	0.000
Jan 6	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.036	0.000
Jan 6	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	81.036	0.000
Jan 6	7:00	0.000	0.000	0.002	0.000	0.002	0.000	0.000	0.002	0.002	0.000	0.000	-0.002	80.075	0.000
Jan 6	8:00	0.091	0.075	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	80.831	0.000
Jan 6	9:00	0.388	0.352	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	84.379	0.000
Jan 6	10:00	0.691	0.650	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	90.924	0.000
Jan 6	11:00	0.838	0.800	0.000	0.026	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.015	95.714	0.000
Jan 6	12:00	0.914	0.879	0.000	0.028	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.007	97.887	0.000
Jan 6	13:00	0.994	0.957	0.000	0.031	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.003	98.958	0.000
Jan 6	14:00	1.098	1.057	0.001	0.034	0.001	0.030	0.000	0.002	0.001	0.000	0.000	0.002	99.486	0.000
Jan 6	15:00	0.982	0.943	0.001	0.030	0.001	0.028	0.000	0.001	0.001	0.000	0.000	0.001	99.747	0.000
Jan 6	16:00	0.869	0.829	0.000	0.027	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	99.875	0.000
Jan 6	17:00	0.672	0.633	0.000	0.020	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	99.938	0.000
Jan 6	18:00	0.305	0.285	0.000	0.009	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	99.970	0.000
Jan 6	19:00	0.074	0.070	0.000	0.002	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	99.985	0.000
Jan 6	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.985	0.000
Jan 6	21:00	0.000	0.000	0.005	0.000	0.005	0.000	0.000	0.005	0.005	0.000	0.000	-0.005	97.931	0.000
Jan 6	22:00	0.000	0.000	0.009	0.000	0.009	0.000	0.000	0.010	0.009	0.000	0.000	-0.010	93.823	0.000
Jan 6	23:00	0.000	0.000	0.010	0.000	0.010	0.000	0.000	0.012	0.010	0.000	0.000	-0.012	89.278	0.000
Jan 7	0:00	0.000	0.000	0.003	0.000	0.003	0.000	0.000	0.003	0.003	0.000	0.000	-0.003	88.054	0.000
Jan 7	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	88.054	0.000
Jan 7	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	88.054	0.000
Jan 7	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	88.054	0.000
Jan 7	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	88.054	0.000
Jan 7	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	88.054	0.000
Jan 7	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	88.054	0.000
Jan 7	7:00	0.000	0.000	0.003	0.000	0.003	0.000	0.000	0.003	0.003	0.000	0.000	-0.003	86.699	0.000
Jan 7	8:00	0.061	0.058	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	87.280	0.000
Jan 7	9:00	0.201	0.196	0.001	0.006	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.005	88.941	0.000
Jan 7	10:00	0.468	0.448	0.003	0.014	0.003	0.000	0.000	0.004	0.003	0.000	0.000	0.011	92.333	0.000
Jan 7	11:00	0.794	0.758	0.003	0.024	0.003	0.008	0.000	0.003	0.003	0.000	0.000	0.013	96.471	0.000
Jan 7	12:00	0.690	0.672	0.000	0.021	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.006	98.260	0.000
Jan 7	13:00	0.914	0.882	0.000	0.028	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.003	99.142	0.000
Jan 7	14:00	0.917	0.885	0.002	0.028	0.002	0.025	0.000	0.002	0.002	0.000	0.000	0.001	99.577	0.000
Jan 7	15:00	0.915	0.879	0.001	0.028	0.001	0.026	0.000	0.001	0.001	0.000	0.000	0.001	99.792	0.000
Jan 7	16:00	0.798	0.762	0.000	0.024	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	99.897	0.000
Jan 7	17:00	0.609	0.574	0.000	0.018	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	99.949	0.000
Jan 7	18:00	0.321	0.299	0.000	0.010	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	99.975	0.000
Jan 7	19:00	0.099	0.086	0.000	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	99.988	0.000
Jan 7	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.988	0.000
Jan 7	21:00	0.000	0.000	0.007	0.000	0.007	0.000	0.000	0.008	0.007	0.000	0.000	-0.008	96.928	0.000
Jan 7	22:00	0.000	0.000	0.024	0.000	0.024	0.000	0.000	0.027	0.024	0.000	0.000	-0.027	86.352	0.000
Jan 7	23:00	0.000	0.000	0.010	0.000	0.010	0.000	0.000	0.011	0.010	0.000	0.000	-0.011	82.025	0.000
Jan 8	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.025	0.000
Jan 8	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.025	0.000
Jan 8	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.025	0.000
Jan 8	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.025	0.000
Jan 8	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.025	0.000
Jan 8	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.025	0.000
Jan 8	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.025	0.000
Jan 8	7:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82.025	0.000
Jan 8	8:00	0.115	0.084	0.007	0.003	0.007	0.000	0.000	0.008	0.007	0.000	0.000	-0.005	80.113	0.000
Jan 8	9:00	0.317	0.292	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	82.913	0.000
Jan 8	10:00	0.398	0.386	0.002	0.012	0.002	0.000	0.000	0.002	0.002	0.000	0.000	0.010	86.206	0.000
Jan 8	11:00	0.626	0.604	0.001	0.019	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.018	92.008	0.000
Jan 8	12:00	0.687	0.668	0.000	0.021	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.013	96.223	0.000
Jan 8	13:00	0.916	0.884	0.000	0.028	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.006	98.138	0.000
Jan 8	14:00	0.987	0.951	0.000	0.030	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.003	99.082	0.000
Jan 8	15:00	0.915	0.880	0.000	0.028	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.001	99.547	0.000
Jan 8	16:00	0.686	0.659	0.000	0.021	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.001	99.777	0.000
Jan 8	17:00	0.464	0.445	0.000	0.014	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	99.890	0.000
Jan 8	18:00	0.277	0.263	0.000	0.008	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	99.946	0.000
Jan 8	19:00	0.115	0.095	0.000	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	99.973	0.000
Jan 8	20:00	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.001	0.001	0.000	0.000	-0.001	99.493	0.000
Jan 8	21:00	0.000	0.000	0.007	0.000	0.007	0.000	0.000	0.008	0.007	0.000	0.000	-0.008	96.390	0.000
Jan 8	22:00	0.000	0.000	0.015	0.000	0.015	0.000	0.000	0.017	0.015	0.000	0.000	-0.017	89.703	0.000
Jan 8	23:00	0.000	0.000	0.014	0.000	0.014	0.000	0.000	0.016	0.014	0.000	0.000	-0.016	83.409	0.000
Jan 9	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	83.235	0.000
Jan 9	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	83.235	0.000
Jan 9	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	83.235	0.000
Jan 9	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	83.235	0.000
Jan 9	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	83.235	0.000
Jan 9	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	83.235	0.000
Jan 9	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	83.235	0.000
Jan 9	7:00	0.000	0.000	0.006	0.000	0.006	0.000	0.000	0.006	0.006	0.000	0.000	-0.006	80.787	0.000
Jan 9	8:00	0.062	0.058	0.001	0.002	0.001	0.001	0.000	0.001	0.001	0.000	0.000	0.000	80.787	0.000
Jan 9	9:00	0.214	0.208	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	82.879	0.000
Jan 9	10:00	0.403	0.390	0.007	0.012	0.007	0.000	0.000	0.008	0.007	0.000	0.000	0.004	84.295	0.000
Jan 9	11:00	0.770	0.736	0.002	0.024	0.002	0.000	0.000	0.003	0.002	0.000	0.000	0.021	90.836	0.000
Jan 9	12:00	0.832	0.802	0.007	0.026	0.007	0.002	0.000	0.008	0.007	0.000	0.000	0.015	95.683	0.000
Jan 9	13:00	1.078	1.039	0.003	0.033	0.003	0.023	0.000	0.003	0.003	0.000	0.000	0.007	97.872	0.000
Jan 9	14:00	1.136	1.095	0.000	0.035	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.003	98.951	0.000
