Max. Cap. Shortage (%)	PV (kW)	CP12240D	Converter (kW)	Initial capital	Operating cost ($/yr)	Total NPC	COE ($/kWh)	Renewable fraction	Capacity shortage	
0.0	0.16	4	0.2	$ 480	37	$ 950	1.554	1.00	0.00	
0.5	0.14	4	0.2	$ 460	37	$ 927	1.523	1.00	0.00	
1.0	0.14	4	0.2	$ 460	37	$ 927	1.523	1.00	0.00	
1.5	0.12	4	0.2	$ 440	36	$ 904	1.495	1.00	0.01	
2.0	0.12	4	0.2	$ 440	36	$ 904	1.495	1.00	0.01	
5.0	0.12	3	0.2	$ 390	28	$ 752	1.284	1.00	0.05	
10.0	0.12	3	0.1	$ 330	27	$ 672	1.176	1.00	0.09	
