Max. Cap. Shortage (%)	PV (kW)	CP12240D	Converter (kW)	Initial capital	Operating cost ($/yr)	Total NPC	COE ($/kWh)	Renewable fraction	Capacity shortage	
0.0	0.30	8	0.4	$ 940	73	$ 1,877	1.836	1.00	0.00	
0.5	0.30	7	0.3	$ 830	64	$ 1,644	1.615	1.00	0.00	
1.0	0.30	7	0.2	$ 770	62	$ 1,564	1.542	1.00	0.01	
1.5	0.30	6	0.3	$ 780	56	$ 1,493	1.476	1.00	0.01	
2.0	0.28	6	0.2	$ 700	54	$ 1,390	1.383	1.00	0.02	
5.0	0.28	5	0.2	$ 650	46	$ 1,238	1.263	1.00	0.05	
10.0	0.20	5	0.2	$ 570	45	$ 1,147	1.209	1.00	0.08	
