Date	End Time	Global Solar	Incident Solar	AC Primary Load	PV Power	AC Prim. Served	Excess Electricity	Unmet Load	Inverter Input Power	Inverter Output Power	Rectifier Input Power	Rectifier Output Power	Battery Input Power	Battery State of Charge	Battery Energy Cost
		kW/m2	kW/m2	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	%	$/kWh
Jan 1	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	99.956	0.000
Jan 1	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.956	0.000
Jan 1	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.956	0.000
Jan 1	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.956	0.000
Jan 1	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.956	0.000
Jan 1	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.956	0.000
Jan 1	7:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.956	0.000
Jan 1	8:00	0.022	0.022	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	99.956	0.000
Jan 1	9:00	0.057	0.057	0.000	0.002	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	99.981	0.000
Jan 1	10:00	0.115	0.114	0.000	0.004	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	99.990	0.000
Jan 1	11:00	0.014	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.990	0.000
Jan 1	12:00	0.007	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.990	0.000
Jan 1	13:00	0.120	0.120	0.000	0.004	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	99.996	0.000
Jan 1	14:00	0.110	0.110	0.000	0.004	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	99.998	0.000
Jan 1	15:00	0.047	0.047	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	99.999	0.000
Jan 1	16:00	0.022	0.022	0.001	0.001	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.000	99.999	0.000
Jan 1	17:00	0.069	0.069	0.002	0.002	0.002	0.000	0.000	0.002	0.002	0.000	0.000	0.000	99.999	0.000
Jan 1	18:00	0.048	0.048	0.002	0.002	0.002	0.000	0.000	0.002	0.002	0.000	0.000	-0.000	99.816	0.000
Jan 1	19:00	0.079	0.072	0.000	0.002	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	99.926	0.000
Jan 1	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	99.751	0.000
Jan 1	21:00	0.000	0.000	0.003	0.000	0.003	0.000	0.000	0.004	0.003	0.000	0.000	-0.004	98.310	0.000
Jan 1	22:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.310	0.000
Jan 1	23:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.310	0.000
Jan 2	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.310	0.000
Jan 2	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	-0.001	98.091	0.000
Jan 2	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.091	0.000
Jan 2	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.091	0.000
Jan 2	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.091	0.000
Jan 2	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.091	0.000
Jan 2	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.091	0.000
Jan 2	7:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.091	0.000
Jan 2	8:00	0.036	0.036	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	98.452	0.000
Jan 2	9:00	0.134	0.133	0.000	0.004	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.003	99.302	0.000
Jan 2	10:00	0.319	0.315	0.000	0.010	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.001	99.656	0.000
Jan 2	11:00	0.643	0.619	0.000	0.020	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.001	99.830	0.000
Jan 2	12:00	0.914	0.878	0.000	0.028	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	99.916	0.000
Jan 2	13:00	1.010	0.972	0.000	0.031	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	99.959	0.000
Jan 2	14:00	0.905	0.873	0.000	0.028	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	99.980	0.000
Jan 2	15:00	0.981	0.942	0.000	0.030	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	99.990	0.000
Jan 2	16:00	0.662	0.636	0.000	0.020	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	99.995	0.000
Jan 2	17:00	0.179	0.178	0.000	0.006	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	99.998	0.000
Jan 2	18:00	0.233	0.224	0.000	0.007	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	99.999	0.000
Jan 2	19:00	0.083	0.075	0.000	0.002	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	99.999	0.000
Jan 2	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	99.999	0.000
Jan 2	21:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	99.912	0.000
Jan 2	22:00	0.000	0.000	0.002	0.000	0.002	0.000	0.000	0.002	0.002	0.000	0.000	-0.002	99.038	0.000
Jan 2	23:00	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.001	0.001	0.000	0.000	-0.001	98.776	0.000
Jan 3	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	98.689	0.000
Jan 3	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.689	0.000
Jan 3	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.689	0.000
Jan 3	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.689	0.000
Jan 3	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.689	0.000
Jan 3	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.689	0.000
Jan 3	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.689	0.000
Jan 3	7:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.689	0.000
Jan 3	8:00	0.116	0.088	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	99.421	0.000
Jan 3	9:00	0.322	0.296	0.000	0.009	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.001	99.715	0.000
Jan 3	10:00	0.518	0.491	0.000	0.016	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	99.859	0.000
Jan 3	11:00	0.842	0.803	0.000	0.026	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	99.931	0.000
Jan 3	12:00	1.062	1.019	0.000	0.033	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	99.966	0.000
Jan 3	13:00	1.155	1.112	0.000	0.036	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	99.983	0.000
Jan 3	14:00	1.155	1.111	0.000	0.036	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	99.992	0.000
Jan 3	15:00	1.030	0.988	0.000	0.032	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	99.996	0.000
Jan 3	16:00	0.775	0.740	0.000	0.024	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	99.998	0.000
Jan 3	17:00	0.546	0.516	0.000	0.017	0.000	0.016	0.000	0.001	0.000	0.000	0.000	0.000	99.999	0.000
Jan 3	18:00	0.281	0.264	0.000	0.008	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000
Jan 3	19:00	0.095	0.081	0.000	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000
Jan 3	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	99.912	0.000
Jan 3	21:00	0.000	0.000	0.002	0.000	0.002	0.000	0.000	0.003	0.002	0.000	0.000	-0.003	98.908	0.000
Jan 3	22:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 3	23:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	7:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	8:00	0.019	0.019	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	98.908	0.000
Jan 4	9:00	0.082	0.081	0.000	0.003	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.002	99.518	0.000
Jan 4	10:00	0.174	0.173	0.000	0.006	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.001	99.762	0.000
Jan 4	11:00	0.115	0.115	0.000	0.004	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	99.883	0.000
Jan 4	12:00	0.019	0.019	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	99.883	0.000
Jan 4	13:00	0.108	0.108	0.000	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	99.948	0.000
Jan 4	14:00	0.242	0.241	0.000	0.008	0.000	0.007	0.000	0.001	0.000	0.000	0.000	0.000	99.974	0.000
Jan 4	15:00	0.036	0.036	0.002	0.001	0.002	0.000	0.000	0.002	0.002	0.000	0.000	-0.001	99.508	0.000
Jan 4	16:00	0.063	0.063	0.000	0.002	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.001	99.802	0.000
Jan 4	17:00	0.047	0.047	0.001	0.001	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.000	99.802	0.000
Jan 4	18:00	0.037	0.037	0.002	0.001	0.002	0.000	0.000	0.002	0.002	0.000	0.000	-0.001	99.396	0.000
Jan 4	19:00	0.098	0.083	0.002	0.003	0.002	0.001	0.000	0.002	0.002	0.000	0.000	0.000	99.396	0.000
Jan 4	20:00	0.000	0.000	0.003	0.000	0.003	0.000	0.000	0.004	0.003	0.000	0.000	-0.004	97.911	0.000
Jan 4	21:00	0.000	0.000	0.009	0.000	0.009	0.000	0.000	0.010	0.009	0.000	0.000	-0.010	94.110	0.000
Jan 4	22:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 4	23:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	6:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	7:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	8:00	0.027	0.026	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	94.110	0.000
Jan 5	9:00	0.072	0.072	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	94.833	0.000
Jan 5	10:00	0.082	0.082	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	95.661	0.000
Jan 5	11:00	0.132	0.132	0.004	0.004	0.004	0.000	0.000	0.004	0.004	0.000	0.000	0.000	95.661	0.000
Jan 5	12:00	0.116	0.116	0.002	0.004	0.002	0.000	0.000	0.002	0.002	0.000	0.000	0.002	96.200	0.000
Jan 5	13:00	0.198	0.197	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	98.153	0.000
Jan 5	14:00	0.027	0.027	0.001	0.001	0.001	0.000	0.000	0.001	0.001	0.000	0.000	-0.000	97.967	0.000
Jan 5	15:00	0.134	0.134	0.003	0.004	0.003	0.000	0.000	0.003	0.003	0.000	0.000	0.001	98.340	0.000
Jan 5	16:00	0.153	0.152	0.004	0.005	0.004	0.001	0.000	0.004	0.004	0.000	0.000	0.000	98.340	0.000
Jan 5	17:00	0.125	0.124	0.005	0.004	0.005	0.000	0.000	0.006	0.005	0.000	0.000	-0.002	97.590	0.000
Jan 5	18:00	0.062	0.062	0.002	0.002	0.002	0.000	0.000	0.002	0.002	0.000	0.000	0.000	97.590	0.000
Jan 5	19:00	0.097	0.084	0.001	0.003	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.002	98.187	0.000
Jan 5	20:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.187	0.000
Jan 5	21:00	0.000	0.000	0.004	0.000	0.004	0.000	0.000	0.005	0.004	0.000	0.000	-0.005	96.309	0.000
Jan 5	22:00	0.000	0.000	0.004	0.000	0.004	0.000	0.000	0.004	0.004	0.000	0.000	-0.004	94.561	0.000
Jan 5	23:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.561	0.000
Jan 6	0:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.561	0.000
Jan 6	1:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.561	0.000
Jan 6	2:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.561	0.000
Jan 6	3:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.561	0.000
Jan 6	4:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.561	0.000
Jan 6	5:00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.561	0.000
