site_id,ip_addr,watt_hours_delta,max_credit,min_credit,time_stamp
ug01,192_168_1_200,0.1,0,0,2010-10-16 12:00:00
ug01,192_168_1_200,115.1,0,0,2010-10-22 13:00:00
ug01,192_168_1_200,91.7,0,0,2010-10-22 14:00:00
ug01,192_168_1_200,14.8,0,0,2010-10-23 08:00:00
ug01,192_168_1_200,10.2,0,0,2010-10-25 06:00:00
ug01,192_168_1_200,10.4,0,0,2010-10-25 07:00:00
ug01,192_168_1_200,5.8,0,0,2010-10-25 08:00:00
ug01,192_168_1_200,7.8,0,0,2010-10-28 13:00:00
ug01,192_168_1_200,18.8,0,0,2011-09-14 17:00:00
ug01,192_168_1_200,36.8,0,0,2011-09-14 18:00:00
ug01,192_168_1_200,112.8,0,0,2011-09-14 19:00:00
ug01,192_168_1_200,109.6,0,0,2011-09-14 20:00:00
ug01,192_168_1_200,82.3,0,0,2011-09-14 21:00:00
ug01,192_168_1_200,61,0,0,2011-09-14 22:00:00
ug01,192_168_1_200,52.2,0,0,2011-09-14 23:00:00
ug01,192_168_1_200,45.8,0,0,2011-09-15 00:00:00
ug01,192_168_1_200,33.6,0,0,2011-09-15 01:00:00
ug01,192_168_1_200,28.7,0,0,2011-09-15 02:00:00
ug01,192_168_1_200,32.5,0,0,2011-09-15 03:00:00
ug01,192_168_1_200,30.5,0,0,2011-09-15 04:00:00
ug01,192_168_1_200,35.8,0,0,2011-09-15 05:00:00
ug01,192_168_1_200,39.6,0,0,2011-09-15 06:00:00
ug01,192_168_1_200,27.8,0,0,2011-09-15 07:00:00
ug01,192_168_1_200,28.7,0,0,2011-09-15 08:00:00
ug01,192_168_1_200,27,0,0,2011-09-15 09:00:00
ug01,192_168_1_200,27.7,0,0,2011-09-15 10:00:00
ug01,192_168_1_200,13.3,0,0,2011-09-15 11:00:00
ug01,192_168_1_200,24,0,0,2011-09-15 18:00:00
ug01,192_168_1_200,27,0,0,2011-09-16 09:00:00
ug01,192_168_1_200,92,0,0,2011-09-16 10:00:00
ug01,192_168_1_200,90.9,0,0,2011-09-16 11:00:00
ug01,192_168_1_200,79.4,0,0,2011-09-16 12:00:00
ug01,192_168_1_200,63.3,0,0,2011-09-16 13:00:00
ug01,192_168_1_200,49.8,0,0,2011-09-16 14:00:00
ug01,192_168_1_200,38.8,0,0,2011-09-16 15:00:00
ug01,192_168_1_200,32.6,0,0,2011-09-16 16:00:00
ug01,192_168_1_200,27.6,0,0,2011-09-16 17:00:00
ug01,192_168_1_200,24.1,0,0,2011-09-16 18:00:00
ug01,192_168_1_200,76.2,0,0,2011-09-16 19:00:00
ug01,192_168_1_200,102.4,0,0,2011-09-16 20:00:00
ug01,192_168_1_200,95.8,0,0,2011-09-16 21:00:00
ug01,192_168_1_200,51.4,0,0,2011-09-16 22:00:00
ug01,192_168_1_200,36.8,0,0,2011-09-16 23:00:00
ug01,192_168_1_200,28.6,0,0,2011-09-17 00:00:00
ug01,192_168_1_200,26.2,0,0,2011-09-17 01:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-17 02:00:00
ug01,192_168_1_200,21.5,0,0,2011-09-17 03:00:00
ug01,192_168_1_200,21.2,0,0,2011-09-17 04:00:00
ug01,192_168_1_200,27.9,0,0,2011-09-17 05:00:00
ug01,192_168_1_200,23.5,0,0,2011-09-17 06:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-17 07:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-17 08:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-17 09:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-17 10:00:00
ug01,192_168_1_200,19.3,0,0,2011-09-17 11:00:00
ug01,192_168_1_200,45.8,0,0,2011-09-17 12:00:00
ug01,192_168_1_200,24.8,0,0,2011-09-17 13:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-17 14:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-17 15:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-17 16:00:00
ug01,192_168_1_200,21.3,0,0,2011-09-17 17:00:00
ug01,192_168_1_200,30.1,0,0,2011-09-17 18:00:00
ug01,192_168_1_200,88,0,0,2011-09-17 19:00:00
ug01,192_168_1_200,106.4,0,0,2011-09-17 20:00:00
ug01,192_168_1_200,78.5,0,0,2011-09-17 21:00:00
ug01,192_168_1_200,44,0,0,2011-09-17 22:00:00
ug01,192_168_1_200,29.1,0,0,2011-09-17 23:00:00
ug01,192_168_1_200,24.5,0,0,2011-09-18 00:00:00
ug01,192_168_1_200,22.9,0,0,2011-09-18 01:00:00
ug01,192_168_1_200,21.6,0,0,2011-09-18 02:00:00
ug01,192_168_1_200,21.5,0,0,2011-09-18 03:00:00
ug01,192_168_1_200,21.5,0,0,2011-09-18 04:00:00
ug01,192_168_1_200,25.1,0,0,2011-09-18 05:00:00
ug01,192_168_1_200,33.5,0,0,2011-09-18 06:00:00
ug01,192_168_1_200,21.3,0,0,2011-09-18 07:00:00
ug01,192_168_1_200,21.5,0,0,2011-09-18 08:00:00
ug01,192_168_1_200,25.6,0,0,2011-09-18 09:00:00
ug01,192_168_1_200,31.9,0,0,2011-09-18 10:00:00
ug01,192_168_1_200,28.8,0,0,2011-09-18 11:00:00
ug01,192_168_1_200,27.2,0,0,2011-09-18 12:00:00
ug01,192_168_1_200,26.6,0,0,2011-09-18 13:00:00
ug01,192_168_1_200,31.8,0,0,2011-09-18 14:00:00
ug01,192_168_1_200,37.2,0,0,2011-09-18 15:00:00
ug01,192_168_1_200,39,0,0,2011-09-18 16:00:00
ug01,192_168_1_200,35.1,0,0,2011-09-18 17:00:00
ug01,192_168_1_200,27.8,0,0,2011-09-18 18:00:00
ug01,192_168_1_200,70,0,0,2011-09-18 19:00:00
ug01,192_168_1_200,84.9,0,0,2011-09-18 20:00:00
ug01,192_168_1_200,65.8,0,0,2011-09-18 21:00:00
ug01,192_168_1_200,39.8,0,0,2011-09-18 22:00:00
ug01,192_168_1_200,28.2,0,0,2011-09-18 23:00:00
ug01,192_168_1_200,29,0,0,2011-09-19 00:00:00
ug01,192_168_1_200,28,0,0,2011-09-19 01:00:00
ug01,192_168_1_200,27.7,0,0,2011-09-19 02:00:00
ug01,192_168_1_200,23,0,0,2011-09-19 03:00:00
ug01,192_168_1_200,22.9,0,0,2011-09-19 04:00:00
ug01,192_168_1_200,24.3,0,0,2011-09-19 05:00:00
ug01,192_168_1_200,21.3,0,0,2011-09-19 06:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-19 07:00:00
ug01,192_168_1_200,22.3,0,0,2011-09-19 08:00:00
ug01,192_168_1_200,26.1,0,0,2011-09-19 09:00:00
ug01,192_168_1_200,25.5,0,0,2011-09-19 10:00:00
ug01,192_168_1_200,25.3,0,0,2011-09-19 11:00:00
ug01,192_168_1_200,29,0,0,2011-09-19 12:00:00
ug01,192_168_1_200,37,0,0,2011-09-19 13:00:00
ug01,192_168_1_200,31.5,0,0,2011-09-19 14:00:00
ug01,192_168_1_200,32.3,0,0,2011-09-19 15:00:00
ug01,192_168_1_200,29.5,0,0,2011-09-19 16:00:00
ug01,192_168_1_200,25.2,0,0,2011-09-19 17:00:00
ug01,192_168_1_200,22.8,0,0,2011-09-19 18:00:00
ug01,192_168_1_200,52.7,0,0,2011-09-19 19:00:00
ug01,192_168_1_200,74.1,0,0,2011-09-19 20:00:00
ug01,192_168_1_200,57.9,0,0,2011-09-19 21:00:00
ug01,192_168_1_200,41.5,0,0,2011-09-19 22:00:00
ug01,192_168_1_200,3.1,0,0,2011-09-19 23:00:00
ug01,192_168_1_200,63.4,0,0,2011-09-20 01:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-20 02:00:00
ug01,192_168_1_200,21.5,0,0,2011-09-20 03:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-20 04:00:00
ug01,192_168_1_200,28.1,0,0,2011-09-20 05:00:00
ug01,192_168_1_200,29.3,0,0,2011-09-20 06:00:00
ug01,192_168_1_200,21.4,0,0,2011-09-20 07:00:00
ug01,192_168_1_200,22.7,0,0,2011-09-20 08:00:00
ug01,192_168_1_200,25.4,0,0,2011-09-20 09:00:00
ug01,192_168_1_200,24.4,0,0,2011-09-20 10:00:00
ug01,192_168_1_200,29.1,0,0,2011-09-20 11:00:00
ug01,192_168_1_200,26.9,0,0,2011-09-20 12:00:00
ug01,192_168_1_200,32.9,0,0,2011-09-20 13:00:00
ug01,192_168_1_200,28.4,0,0,2011-09-20 14:00:00
ug01,192_168_1_200,29.5,0,0,2011-09-20 15:00:00
ug01,192_168_1_200,27.1,0,0,2011-09-20 16:00:00
ug01,192_168_1_200,33.1,0,0,2011-09-20 17:00:00
ug01,192_168_1_200,35.1,0,0,2011-09-20 18:00:00
ug01,192_168_1_200,67,0,0,2011-09-20 19:00:00
ug01,192_168_1_200,85.9,0,0,2011-09-20 20:00:00
ug01,192_168_1_200,76.4,0,0,2011-09-20 21:00:00
ug01,192_168_1_200,49.2,0,0,2011-09-20 22:00:00
ug01,192_168_1_200,40,0,0,2011-09-20 23:00:00
ug01,192_168_1_200,31,0,0,2011-09-21 00:00:00
ug01,192_168_1_200,26.1,0,0,2011-09-21 01:00:00
ug01,192_168_1_200,26.1,0,0,2011-09-21 02:00:00
ug01,192_168_1_200,26.1,0,0,2011-09-21 03:00:00
ug01,192_168_1_200,26,0,0,2011-09-21 04:00:00
ug01,192_168_1_200,27.8,0,0,2011-09-21 05:00:00
ug01,192_168_1_200,29.7,0,0,2011-09-21 06:00:00
ug01,192_168_1_200,26.4,0,0,2011-09-21 07:00:00
ug01,192_168_1_200,34.6,0,0,2011-09-21 08:00:00
ug01,192_168_1_200,27.7,0,0,2011-09-21 09:00:00
ug01,192_168_1_200,26.6,0,0,2011-09-21 10:00:00
ug01,192_168_1_200,26.3,0,0,2011-09-21 11:00:00
ug01,192_168_1_200,28.4,0,0,2011-09-21 12:00:00
ug01,192_168_1_200,28.6,0,0,2011-09-21 13:00:00
ug01,192_168_1_200,28,0,0,2011-09-21 14:00:00
ug01,192_168_1_200,27.3,0,0,2011-09-21 15:00:00
ug01,192_168_1_200,28,0,0,2011-09-21 16:00:00
ug01,192_168_1_200,27.6,0,0,2011-09-21 17:00:00
ug01,192_168_1_200,26.4,0,0,2011-09-21 18:00:00
ug01,192_168_1_200,59.6,0,0,2011-09-21 19:00:00
ug01,192_168_1_200,92.1,0,0,2011-09-21 20:00:00
ug01,192_168_1_200,80.5,0,0,2011-09-21 21:00:00
ug01,192_168_1_200,50.6,0,0,2011-09-21 22:00:00
ug01,192_168_1_200,30.3,0,0,2011-09-21 23:00:00
ug01,192_168_1_200,25.5,0,0,2011-09-22 00:00:00
ug01,192_168_1_200,25.5,0,0,2011-09-22 01:00:00
ug01,192_168_1_200,24.8,0,0,2011-09-22 02:00:00
ug01,192_168_1_200,25.4,0,0,2011-09-22 03:00:00
ug01,192_168_1_200,33.5,0,0,2011-09-22 04:00:00
ug01,192_168_1_200,26.5,0,0,2011-09-22 05:00:00
ug01,192_168_1_200,25.3,0,0,2011-09-22 06:00:00
ug01,192_168_1_200,27.9,0,0,2011-09-22 07:00:00
ug01,192_168_1_200,29.4,0,0,2011-09-22 08:00:00
ug01,192_168_1_200,33.6,0,0,2011-09-22 09:00:00
ug01,192_168_1_200,30.9,0,0,2011-09-22 10:00:00
ug01,192_168_1_200,28.9,0,0,2011-09-22 11:00:00
ug01,192_168_1_200,35,0,0,2011-09-22 12:00:00
ug01,192_168_1_200,33.3,0,0,2011-09-22 13:00:00
ug01,192_168_1_200,30.1,0,0,2011-09-22 14:00:00
ug01,192_168_1_200,29.6,0,0,2011-09-22 15:00:00
ug01,192_168_1_200,33.2,0,0,2011-09-22 16:00:00
ug01,192_168_1_200,33.7,0,0,2011-09-22 17:00:00
ug01,192_168_1_200,27.8,0,0,2011-09-22 18:00:00
ug01,192_168_1_200,52.6,0,0,2011-09-22 19:00:00
ug01,192_168_1_200,85.7,0,0,2011-09-22 20:00:00
ug01,192_168_1_200,80.8,0,0,2011-09-22 21:00:00
ug01,192_168_1_200,57.1,0,0,2011-09-22 22:00:00
ug01,192_168_1_200,31.6,0,0,2011-09-22 23:00:00
ug01,192_168_1_200,25.5,0,0,2011-09-23 00:00:00
ug01,192_168_1_200,28.2,0,0,2011-09-23 01:00:00
ug01,192_168_1_200,24.5,0,0,2011-09-23 02:00:00
ug01,192_168_1_200,24.5,0,0,2011-09-23 03:00:00
ug01,192_168_1_200,24.9,0,0,2011-09-23 04:00:00
ug01,192_168_1_200,25.6,0,0,2011-09-23 05:00:00
ug01,192_168_1_200,32.5,0,0,2011-09-23 06:00:00
ug01,192_168_1_200,27.9,0,0,2011-09-23 07:00:00
ug01,192_168_1_200,29.4,0,0,2011-09-23 08:00:00
ug01,192_168_1_200,34.6,0,0,2011-09-23 09:00:00
ug01,192_168_1_200,40.3,0,0,2011-09-23 10:00:00
ug01,192_168_1_200,33.6,0,0,2011-09-23 11:00:00
ug01,192_168_1_200,30.1,0,0,2011-09-23 12:00:00
ug01,192_168_1_200,29.5,0,0,2011-09-23 13:00:00
ug01,192_168_1_200,30.5,0,0,2011-09-23 14:00:00
ug01,192_168_1_200,33.4,0,0,2011-09-23 15:00:00
ug01,192_168_1_200,28.9,0,0,2011-09-23 16:00:00
ug01,192_168_1_200,29.2,0,0,2011-09-23 17:00:00
ug01,192_168_1_200,30.7,0,0,2011-09-23 18:00:00
ug01,192_168_1_200,44,0,0,2011-09-23 19:00:00
ug01,192_168_1_200,189.5,0,0,2011-09-23 21:00:00
ug01,192_168_1_200,46,0,0,2011-09-23 22:00:00
ug01,192_168_1_200,35.2,0,0,2011-09-23 23:00:00
ug01,192_168_1_200,31.1,0,0,2011-09-24 00:00:00
ug01,192_168_1_200,27.3,0,0,2011-09-24 01:00:00
ug01,192_168_1_200,24.6,0,0,2011-09-24 02:00:00
ug01,192_168_1_200,24.6,0,0,2011-09-24 03:00:00
ug01,192_168_1_200,24.6,0,0,2011-09-24 04:00:00
ug01,192_168_1_200,32.1,0,0,2011-09-24 05:00:00
ug01,192_168_1_200,32.1,0,0,2011-09-24 06:00:00
ug01,192_168_1_200,29.2,0,0,2011-09-24 07:00:00
ug01,192_168_1_200,27.6,0,0,2011-09-24 08:00:00
ug01,192_168_1_200,37,0,0,2011-09-24 09:00:00
ug01,192_168_1_200,42.1,0,0,2011-09-24 10:00:00
ug01,192_168_1_200,35.9,0,0,2011-09-24 11:00:00
ug01,192_168_1_200,28.2,0,0,2011-09-24 12:00:00
ug01,192_168_1_200,26.2,0,0,2011-09-24 13:00:00
ug01,192_168_1_200,25.2,0,0,2011-09-24 14:00:00
ug01,192_168_1_200,26.7,0,0,2011-09-24 15:00:00
ug01,192_168_1_200,30.5,0,0,2011-09-24 16:00:00
ug01,192_168_1_200,26.4,0,0,2011-09-24 17:00:00
ug01,192_168_1_200,30.9,0,0,2011-09-24 18:00:00
ug01,192_168_1_200,71.2,0,0,2011-09-24 19:00:00
ug01,192_168_1_200,92.8,0,0,2011-09-24 20:00:00
ug01,192_168_1_200,62.7,0,0,2011-09-24 21:00:00
ug01,192_168_1_200,43.7,0,0,2011-09-24 22:00:00
ug01,192_168_1_200,32.9,0,0,2011-09-24 23:00:00
ug01,192_168_1_200,25.1,0,0,2011-09-25 00:00:00
ug01,192_168_1_200,25.1,0,0,2011-09-25 01:00:00
ug01,192_168_1_200,24.8,0,0,2011-09-25 02:00:00
ug01,192_168_1_200,24.7,0,0,2011-09-25 03:00:00
ug01,192_168_1_200,24.6,0,0,2011-09-25 04:00:00
ug01,192_168_1_200,36,0,0,2011-09-25 05:00:00
ug01,192_168_1_200,41.9,0,0,2011-09-25 06:00:00
ug01,192_168_1_200,29,0,0,2011-09-25 07:00:00
ug01,192_168_1_200,13.4,0,0,2011-09-25 08:00:00
ug01,192_168_1_200,62.7,0,0,2011-09-25 10:00:00
ug01,192_168_1_200,24.6,0,0,2011-09-25 11:00:00
ug01,192_168_1_200,25.2,0,0,2011-09-25 12:00:00
ug01,192_168_1_200,28.5,0,0,2011-09-25 13:00:00
ug01,192_168_1_200,32.5,0,0,2011-09-25 14:00:00
ug01,192_168_1_200,35.9,0,0,2011-09-25 15:00:00
ug01,192_168_1_200,32.8,0,0,2011-09-25 16:00:00
ug01,192_168_1_200,40.6,0,0,2011-09-25 17:00:00
ug01,192_168_1_200,45.2,0,0,2011-09-25 18:00:00
ug01,192_168_1_200,68.3,0,0,2011-09-25 19:00:00
ug01,192_168_1_200,10.9,0,0,2011-09-25 20:00:00
ug01,192_168_1_200,131.4,0,0,2011-09-25 21:00:00
ug01,192_168_1_200,37.2,0,0,2011-09-25 22:00:00
ug01,192_168_1_200,27.4,0,0,2011-09-25 23:00:00
ug01,192_168_1_200,24.9,0,0,2011-09-26 00:00:00
ug01,192_168_1_200,24.9,0,0,2011-09-26 01:00:00
ug01,192_168_1_200,24.9,0,0,2011-09-26 02:00:00
ug01,192_168_1_200,24.9,0,0,2011-09-26 03:00:00
ug01,192_168_1_200,24.7,0,0,2011-09-26 04:00:00
ug01,192_168_1_200,27.8,0,0,2011-09-26 05:00:00
ug01,192_168_1_200,27.4,0,0,2011-09-26 06:00:00
ug01,192_168_1_200,28.4,0,0,2011-09-26 07:00:00
ug01,192_168_1_200,29.4,0,0,2011-09-26 08:00:00
ug01,192_168_1_200,30.3,0,0,2011-09-26 09:00:00
ug01,192_168_1_200,10.6,0,0,2011-09-26 10:00:00
ug01,192_168_1_200,46.7,0,0,2011-09-26 11:00:00
ug01,192_168_1_200,28.7,0,0,2011-09-26 12:00:00
ug01,192_168_1_200,29.2,0,0,2011-09-26 13:00:00
ug01,192_168_1_200,28.8,0,0,2011-09-26 14:00:00
ug01,192_168_1_200,31.5,0,0,2011-09-26 15:00:00
ug01,192_168_1_200,33.5,0,0,2011-09-26 16:00:00
ug01,192_168_1_200,33.6,0,0,2011-09-26 17:00:00
ug01,192_168_1_200,33.7,0,0,2011-09-26 18:00:00
ug01,192_168_1_200,57.2,0,0,2011-09-26 19:00:00
ug01,192_168_1_200,80.7,0,0,2011-09-26 20:00:00
ug01,192_168_1_200,56,0,0,2011-09-26 21:00:00
ug01,192_168_1_200,29.1,0,0,2011-09-26 22:00:00
ug01,192_168_1_200,27.8,0,0,2011-09-26 23:00:00
ug01,192_168_1_200,24.9,0,0,2011-09-27 00:00:00
ug01,192_168_1_200,24.8,0,0,2011-09-27 01:00:00
ug01,192_168_1_200,24.7,0,0,2011-09-27 02:00:00
ug01,192_168_1_200,24.8,0,0,2011-09-27 03:00:00
ug01,192_168_1_200,24.7,0,0,2011-09-27 04:00:00
ug01,192_168_1_200,24.9,0,0,2011-09-27 05:00:00
ug01,192_168_1_200,32.7,0,0,2011-09-27 06:00:00
ug01,192_168_1_200,34.3,0,0,2011-09-27 07:00:00
ug01,192_168_1_200,40.7,0,0,2011-09-27 08:00:00
ug01,192_168_1_200,35.6,0,0,2011-09-27 09:00:00
ug01,192_168_1_200,27.2,0,0,2011-09-27 10:00:00
ug01,192_168_1_200,29.3,0,0,2011-09-27 11:00:00
ug01,192_168_1_200,15.3,0,0,2011-09-27 12:00:00
ug01,192_168_1_200,46.6,0,0,2011-09-27 13:00:00
ug01,192_168_1_200,35.4,0,0,2011-09-27 14:00:00
ug01,192_168_1_200,36.7,0,0,2011-09-27 15:00:00
ug01,192_168_1_200,41.7,0,0,2011-09-27 16:00:00
ug01,192_168_1_200,49.7,0,0,2011-09-27 17:00:00
ug01,192_168_1_200,40,0,0,2011-09-27 18:00:00
ug01,192_168_1_200,69.2,0,0,2011-09-27 19:00:00
ug01,192_168_1_200,37.7,0,0,2011-09-27 20:00:00
ug01,192_168_1_200,113.8,0,0,2011-09-27 21:00:00
ug01,192_168_1_200,49.1,0,0,2011-09-27 22:00:00
ug01,192_168_1_200,38.8,0,0,2011-09-27 23:00:00
ug01,192_168_1_200,33.7,0,0,2011-09-28 00:00:00
ug01,192_168_1_200,31,0,0,2011-09-28 01:00:00
ug01,192_168_1_200,30.9,0,0,2011-09-28 02:00:00
ug01,192_168_1_200,30.7,0,0,2011-09-28 03:00:00
ug01,192_168_1_200,34.1,0,0,2011-09-28 04:00:00
ug01,192_168_1_200,32.5,0,0,2011-09-28 05:00:00
ug01,192_168_1_200,25.7,0,0,2011-09-28 06:00:00
ug01,192_168_1_200,24.7,0,0,2011-09-28 07:00:00
ug01,192_168_1_200,24.6,0,0,2011-09-28 08:00:00
ug01,192_168_1_200,24.7,0,0,2011-09-28 09:00:00
ug01,192_168_1_200,24.7,0,0,2011-09-28 10:00:00
ug01,192_168_1_200,27.7,0,0,2011-09-28 11:00:00
ug01,192_168_1_200,27.9,0,0,2011-09-28 12:00:00
ug01,192_168_1_200,26.3,0,0,2011-09-28 13:00:00
ug01,192_168_1_200,26,0,0,2011-09-28 14:00:00
ug01,192_168_1_200,29.2,0,0,2011-09-28 15:00:00
ug01,192_168_1_200,28.9,0,0,2011-09-28 16:00:00
ug01,192_168_1_200,28.4,0,0,2011-09-28 17:00:00
ug01,192_168_1_200,25.6,0,0,2011-09-28 18:00:00
ug01,192_168_1_200,64.6,0,0,2011-09-28 19:00:00
ug01,192_168_1_200,79.9,0,0,2011-09-28 20:00:00
ug01,192_168_1_200,52.4,0,0,2011-09-28 21:00:00
ug01,192_168_1_200,70.6,0,0,2011-09-28 22:00:00
ug01,192_168_1_200,47.8,0,0,2011-09-28 23:00:00
ug01,192_168_1_200,32.7,0,0,2011-09-29 00:00:00
ug01,192_168_1_200,25.6,0,0,2011-09-29 01:00:00
ug01,192_168_1_200,24.7,0,0,2011-09-29 02:00:00
ug01,192_168_1_200,25.4,0,0,2011-09-29 03:00:00
ug01,192_168_1_200,28.5,0,0,2011-09-29 04:00:00
ug01,192_168_1_200,29.5,0,0,2011-09-29 05:00:00
ug01,192_168_1_200,28.9,0,0,2011-09-29 06:00:00
ug01,192_168_1_200,25.8,0,0,2011-09-29 07:00:00
ug01,192_168_1_200,27,0,0,2011-09-29 08:00:00
ug01,192_168_1_200,27.9,0,0,2011-09-29 09:00:00
ug01,192_168_1_200,28.7,0,0,2011-09-29 10:00:00
ug01,192_168_1_200,29.1,0,0,2011-09-29 11:00:00
ug01,192_168_1_200,23.9,0,0,2011-09-29 12:00:00
ug01,192_168_1_200,32.3,0,0,2011-09-29 13:00:00
ug01,192_168_1_200,28,0,0,2011-09-29 14:00:00
ug01,192_168_1_200,37.4,0,0,2011-09-29 15:00:00
ug01,192_168_1_200,38.1,0,0,2011-09-29 16:00:00
ug01,192_168_1_200,36.9,0,0,2011-09-29 17:00:00
ug01,192_168_1_200,38,0,0,2011-09-29 18:00:00
ug01,192_168_1_200,68.4,0,0,2011-09-29 19:00:00
ug01,192_168_1_200,88.5,0,0,2011-09-29 20:00:00
ug01,192_168_1_200,69.4,0,0,2011-09-29 21:00:00
ug01,192_168_1_200,39.3,0,0,2011-09-29 22:00:00
ug01,192_168_1_200,29.2,0,0,2011-09-29 23:00:00
ug01,192_168_1_200,28.5,0,0,2011-09-30 00:00:00
ug01,192_168_1_200,26.6,0,0,2011-09-30 01:00:00
ug01,192_168_1_200,26.2,0,0,2011-09-30 02:00:00
ug01,192_168_1_200,26.2,0,0,2011-09-30 03:00:00
ug01,192_168_1_200,26.1,0,0,2011-09-30 04:00:00
ug01,192_168_1_200,27.1,0,0,2011-09-30 05:00:00
ug01,192_168_1_200,30.3,0,0,2011-09-30 06:00:00
ug01,192_168_1_200,26.5,0,0,2011-09-30 07:00:00
ug01,192_168_1_200,26,0,0,2011-09-30 08:00:00
ug01,192_168_1_200,26.9,0,0,2011-09-30 09:00:00
ug01,192_168_1_200,31.4,0,0,2011-09-30 10:00:00
ug01,192_168_1_200,47.2,0,0,2011-09-30 11:00:00
ug01,192_168_1_200,32.4,0,0,2011-09-30 12:00:00
ug01,192_168_1_200,40.6,0,0,2011-09-30 13:00:00
ug01,192_168_1_200,34.4,0,0,2011-09-30 14:00:00
ug01,192_168_1_200,32.3,0,0,2011-09-30 15:00:00
ug01,192_168_1_200,27.5,0,0,2011-09-30 16:00:00
ug01,192_168_1_200,28.4,0,0,2011-09-30 17:00:00
ug01,192_168_1_200,34.4,0,0,2011-09-30 18:00:00
ug01,192_168_1_200,65.9,0,0,2011-09-30 19:00:00
ug01,192_168_1_200,96.7,0,0,2011-09-30 20:00:00
ug01,192_168_1_200,72.9,0,0,2011-09-30 21:00:00
ug01,192_168_1_200,39.2,0,0,2011-09-30 22:00:00
ug01,192_168_1_200,37.1,0,0,2011-09-30 23:00:00
ug01,192_168_1_200,28.8,0,0,2011-10-01 00:00:00
ug01,192_168_1_200,24.7,0,0,2011-10-01 01:00:00
ug01,192_168_1_200,24.7,0,0,2011-10-01 02:00:00
ug01,192_168_1_200,24.7,0,0,2011-10-01 03:00:00
ug01,192_168_1_200,29.3,0,0,2011-10-01 04:00:00
ug01,192_168_1_200,28.2,0,0,2011-10-01 05:00:00
ug01,192_168_1_200,26,0,0,2011-10-01 06:00:00
ug01,192_168_1_200,33.3,0,0,2011-10-01 07:00:00
ug01,192_168_1_200,33.9,0,0,2011-10-01 08:00:00
ug01,192_168_1_200,29.4,0,0,2011-10-01 09:00:00
ug01,192_168_1_200,32.3,0,0,2011-10-01 10:00:00
ug01,192_168_1_200,30.7,0,0,2011-10-01 11:00:00
ug01,192_168_1_200,51.2,0,0,2011-10-01 12:00:00
ug01,192_168_1_200,51.6,0,0,2011-10-01 13:00:00
ug01,192_168_1_200,35.8,0,0,2011-10-01 14:00:00
ug01,192_168_1_200,36.4,0,0,2011-10-01 15:00:00
ug01,192_168_1_200,35.1,0,0,2011-10-01 16:00:00
ug01,192_168_1_200,32.8,0,0,2011-10-01 17:00:00
ug01,192_168_1_200,45.4,0,0,2011-10-01 18:00:00
ug01,192_168_1_200,78.2,0,0,2011-10-01 19:00:00
ug01,192_168_1_200,88.7,0,0,2011-10-01 20:00:00
ug01,192_168_1_200,57.9,0,0,2011-10-01 21:00:00
ug01,192_168_1_200,44.1,0,0,2011-10-01 22:00:00
ug01,192_168_1_200,40.1,0,0,2011-10-01 23:00:00
ug01,192_168_1_200,38.8,0,0,2011-10-02 00:00:00
ug01,192_168_1_200,33.9,0,0,2011-10-02 01:00:00
ug01,192_168_1_200,32.8,0,0,2011-10-02 02:00:00
ug01,192_168_1_200,27.6,0,0,2011-10-02 03:00:00
ug01,192_168_1_200,25.4,0,0,2011-10-02 04:00:00
ug01,192_168_1_200,30.2,0,0,2011-10-02 05:00:00
ug01,192_168_1_200,25.8,0,0,2011-10-02 06:00:00
ug01,192_168_1_200,24.7,0,0,2011-10-02 07:00:00
ug01,192_168_1_200,24.7,0,0,2011-10-02 08:00:00
ug01,192_168_1_200,24.9,0,0,2011-10-02 09:00:00
ug01,192_168_1_200,27.1,0,0,2011-10-02 10:00:00
ug01,192_168_1_200,25.1,0,0,2011-10-02 11:00:00
ug01,192_168_1_200,29.1,0,0,2011-10-02 12:00:00
ug01,192_168_1_200,34.8,0,0,2011-10-02 13:00:00
ug01,192_168_1_200,47.6,0,0,2011-10-02 14:00:00
ug01,192_168_1_200,38.9,0,0,2011-10-02 15:00:00
ug01,192_168_1_200,41.9,0,0,2011-10-02 16:00:00
ug01,192_168_1_200,48.5,0,0,2011-10-02 17:00:00
ug01,192_168_1_200,58.9,0,0,2011-10-02 18:00:00
ug01,192_168_1_200,81.6,0,0,2011-10-02 19:00:00
ug01,192_168_1_200,122.5,0,0,2011-10-02 20:00:00
ug01,192_168_1_200,75.2,0,0,2011-10-02 21:00:00
ug01,192_168_1_200,38.9,0,0,2011-10-02 22:00:00
ug01,192_168_1_200,31,0,0,2011-10-02 23:00:00
ug01,192_168_1_200,30.9,0,0,2011-10-03 00:00:00
